player,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
Aaron Gordon,0.12372722064391316,-0.11565412724349933,0.011616477423382237,-0.020282875497161856,0.14312630025551684,-0.07144714351510499,0.09163680127145027,-0.010070124818364204,0.11187734891336631,0.11314677039061377,-0.010011323026248199,0.13782353292028782,0.2016261924786864,-0.09980693848991325,-0.04558239880055689,0.06816334545731063,0.11251202734325078,-0.05073035295150922,0.06572456193961666,0.13206681405793305,0.13590072879473034,0.012070100929999859,-0.10178968943535743,-0.06352045058668813,0.05654437337077636,0.05603802736638167,0.09279078558115832,-0.023986400485275658,-0.010763727911332056,0.025886929592908735,0.005807855761970403,-0.22573323947707813,-0.03365455029257233,0.18553737155933808,-0.12201927422207098,4.982615500928376e-4,0.14537237199399292,-0.15254986257934877,0.027771121946648786,-0.05459777426786543,-0.15857401388458559,0.01850650956868974,-0.06468923564705745,0.04033103105772356,0.27368861648105736,0.015150727225568797,-0.23370224490889,-0.17137192219575764,0.16730411722688793,-0.053220961031470414,0.04516422530756046,0.020137790382003903,0.08059816446535477,-0.014533166016935434,-0.033433252072422495,0.17893017229482802,0.09145510096084004,-0.09396954276758908,0.05087344635697497,-0.10317376149472002,-0.06947435935299982,0.07480578443496842,0.04264227081341872,-0.004388281762965542,-0.03672365735328977,-0.08223637773743357,-0.013243589173642574,-0.014619002846481235,-0.03118298581864674,0.024436667356836167,-0.14534415059265812,0.012897081963338325,0.038697659366563344,0.05447675954998522,-0.01190513928992308,0.024795341621314936,-0.12294746683523262,0.028651758688762317,-0.00769462356994097,0.04766478051900836,-8.199630778422728e-4,-0.05700283071521523,-0.07811959735345553,-0.09553812694352518,-0.05983287289877743,0.0752363836205808,-0.06452761325710839,-0.05807553549579066,0.004655036098145596,-0.034941559038620035,0.004983729718768325,-0.06221955857007626,-0.002094894719989796,-0.10596764651515618,0.1106574764212533,0.031060490243102395,0.08447304059404866,0.017278702090787267,0.06941287792473119,-0.09971365643042056
Aaron Holiday,0.0951631029798014,0.06230215526316553,0.03474278946364785,-0.03290676133782128,0.2189159162928597,-0.1974037134148974,0.04833309164095901,0.037948948742655544,0.06271458353198146,0.10057646457502667,0.010833483496529218,0.10840373554361199,0.16787578639450793,-0.08360046337618142,-0.04546596952977757,-0.017936044789044116,0.02654312274496455,-0.04589538548385665,0.12654610791293022,0.17360274597081066,0.15879201534744825,0.008189774788869576,-0.07523697726098842,-0.11742531303814141,0.06639669395114339,0.037845130355631675,0.14509313047736108,-0.007867679135328477,0.0445504485585659,0.011307022205688511,-0.036942311691178044,-0.26841372139539577,-0.06642661405075911,0.09739322769159751,-0.13563667296975282,0.05578820840180443,0.11657400802891463,-0.2639616454021793,0.06242450608998866,0.05117279214160265,-0.18026759776884638,0.011035671236972229,0.07127476918747919,0.025905613563181072,0.14127478097014468,0.11101275902757847,-0.20360994071756686,-0.1489573323389349,0.085167578891909193,-0.12081790172172299,0.03121912157946343,0.2225621094096276,0.03942324605342768,0.046718294504071035,-0.050865265835026464,0.07992944523684924,0.28706070072027123,-0.23212503561983783,0.11683846479813986,-0.18770007050583712,-0.13594850357287044,0.09853240299584372,0.1173715306619017,-0.1151135527438826,-0.22812858105574343,-0.09568041651676203,0.0327925276279864,0.08959988457257995,-0.2238655429097616,-0.08693991550881547,-0.1851232101490126,0.07077275167978193,-0.009249308924728986,0.08095933640930256,0.0026561300421535246,-0.027498693685214126,-0.22125407872781586,0.004628773259410397,0.01873058585756234,0.06554102411284146,0.022797575961043533,-0.18217979566590375,-0.02567057426908289,-0.023495701774807917,-0.12886443072801357,0.04709758083828641,0.06097386416791661,-0.029416250768813202,0.32055603056103427,0.019888054934848128,0.10109797629189234,-0.03719306112978732,-0.08195655936394,-0.059747483937544955,0.05192974422805999,-0.061624175225196434,0.009987159058138883,-0.14632240148304215,-0.009986376068090599,-0.009002019138811164
Aaron White,0.09683004914824668,0.06922150232282422,-0.09147856772426013,-0.025643077854797042,0.2077707395388796,-0.2622424392846966,0.06712452266517467,-0.06587260754458156,0.08742615611164331,0.16538961325501225,0.11134336294266221,0.017120294764333865,0.15970111870715248,-0.02896400207315935,-0.16242204119798306,0.060318875002765275,0.06660339556685545,-0.07967715937278783,0.09215003327656908,0.16087816735887653,0.1318745229699687,-0.044360639738339556,-0.14672085463113507,-0.10105327263023517,0.1233533215268523,0.03906389685946472,0.11192626243795385,-0.0717106194132334,-0.026151695267936512,0.029909869013384095,-0.0076563422272240035,-0.27179831250348024,-0.03135824873677378,0.0902236208751162,-0.1148826726605148,-0.023669295494443524,0.09415370659560231,-0.31108925916593333,0.012855912035949555,0.034535081074583494,-0.19909424621355065,-0.02113650750767574,0.062190347879326424,0.11413071410232987,0.18935733127591597,0.1491125962584872,-0.25880497727936236,-0.17344563980897465,-0.04519336716936126,-0.17779701332026868,-8.469550044771492e-4,0.1762776790538405,0.09625739209807825,0.0675883324468963,-0.036851659583202565,0.2644518269029719,0.22402116091391208,-0.2795046630538916,-0.014427568959445228,-0.15307771461030703,-0.07011566349137148,0.15694682151871298,0.11808004728541223,0.03033518726169842,-0.09656658199954753,-0.18685625755682483,-0.017498944289015286,0.17147664072681879,-0.19253243868543485,-0.07608593142884244,-0.21940079542360763,0.04670579553848764,-0.06625515275756445,0.3144954928867396,0.07612915019266243,-0.04678088631285388,-0.36945582399581756,0.12920667386104406,0.013526591936134357,0.12858714140717536,-0.0632189216272195,0.10620332937705051,-0.037340698447739025,-0.08338332567566209,-0.22609748139723176,0.055944438138416284,0.015492339530909477,-0.0029914858664259456,0.2081730570066521,-0.05180486232900917,0.03809045351102893,-0.19654895864602373,0.06303449271184425,-0.022114975590380857,0.0810749770561692,-0.02144301093595112,-0.022516907022974993,0.031627435922769044,0.03169748168269973,-0.02132520435315737
Adam Mokoka,0.23943786655444566,-0.03778449591824809,0.10124937800966309,-0.05404900495433308,0.2426153371498329,-0.26226089492076293,-0.054975557445702254,0.030098534480447497,0.15466806892895638,0.1326533387917751,0.04981634568060094,0.2690248575542765,0.22237555893247127,-0.07420823076257471,-0.13019080119138968,-0.09915251823983526,0.032006012275163725,-0.08320939614724944,0.03934952244451379,0.19193873625515057,0.21659778431089124,0.04783848237675579,-0.0477407761831849,-0.08749754543142976,-0.07421011230097711,0.04983627904498981,0.2886473342181472,0.03886022728538628,-0.0039922314752964755,-0.057386152242721325,-0.017828480153845125,-0.29195968866220284,0.058817862160787535,0.12283441633911113,-0.1356568714212726,-0.007897954816597068,0.25094285614676526,-0.20955522245053607,0.10882717536049406,-0.03504854775644169,-0.21152596479679886,-0.038625892421649974,0.06439563918244666,0.0024318703578927437,0.22509272556864254,0.15905530292376127,-0.23045387294898292,-0.2983111237570617,0.15294769190436205,0.0112588356281025,0.01196272384325097,0.07682379641901745,0.0750803912934586,0.0303439705828111,0.05777151651317866,0.09836732976971681,0.16888018445126696,-0.1363471462075638,0.1491535539639411,-0.08591324031992376,-0.13444995538158394,0.0018775170432384397,-0.045240238969668896,-0.016806328274752466,0.003944414343435309,-0.04492226456222964,-0.21782633642113622,0.03674176645519695,-0.19413892471764993,0.038284876496703354,-0.14380385751037775,0.1942390411894091,0.054074525786428754,0.0846285067906286,-0.02511492076035135,0.06334222854909996,-0.1810714469527889,0.044051630201640775,-0.07622065482292235,-0.057279722418296736,0.059054987333110265,0.05021250148238992,-0.12345230355551462,-0.046471790741924944,-0.1749138153554356,0.011188169991988342,0.004275337190227101,-0.007799380397016794,0.07042331662124125,0.08468546684369853,0.059614953271235456,-0.14547129658255023,-0.03916413796715093,-0.1007881331799101,0.11275177974603418,0.06053752068170452,0.01825140978258259,-0.01218755927610098,0.010711225153020934,-0.05751491931728163
Adreian Payne,0.05034902737237388,0.02382884071917658,-0.07595915585818663,-0.025870161136802305,0.2728809654414252,-0.08231101372917657,0.11167688045689493,-0.005118349097829483,0.16652667453483982,0.0859127448045631,0.0208754256540518,0.037810463656421975,-0.008566330140361922,-0.05149375085915841,-0.0716374042135997,0.15009279242506685,0.11624649254226756,0.019556930240882096,0.120807921635955,0.04535847462566896,0.15734428754716345,-0.014913467951977968,-0.0076686438550505375,-0.07223485040522862,0.1468074763902932,0.014804568053820131,0.009158109906168244,-0.14522111924282266,0.07811696123421177,-0.06000233778778238,-0.0884065221767727,-0.2538632389911204,-0.08358595505842356,0.0829171629128789,-0.00847430762234695,0.011246089844163639,0.0703591299141256,-0.13160414915550192,-0.02175591729212021,0.07065793331294455,-0.17390877721824424,-0.02107587008188291,0.08486115753671415,-0.01771313188930012,0.11754210100034637,0.19849041563464126,-0.2137743462543507,-0.1325932163306111,-0.11453243278023321,-0.1177922290115233,0.03221718150356314,0.07659100958307803,0.06742589235536581,-0.04876310919415551,-0.009501564301326954,0.1127526279164602,0.07303689619496691,-0.13677826029358361,0.1019717201117529,-0.11701917312078126,-0.05805512777842892,0.07398857842047642,0.028267665729061458,-0.031112168209979557,0.07596129009082749,-0.07799414568994625,-0.011314090006539646,0.08011261342763797,-0.14445687366857893,0.09096603652036288,-0.052014517812288344,0.07914984815197458,0.025587196747030284,0.12557344666992787,-0.011865717396352112,0.08071178072565172,-0.1630813447134079,0.06528382595552527,0.020712806511959586,0.0679540681703464,-0.07849028168568958,0.08020847089011819,-0.17876692400888325,-0.06339636008383864,-0.24679429692242053,0.09332449964365475,-0.120545950828103,-0.08171640335320339,0.05062319522040899,-0.050141427177732484,0.09891865334891846,-0.2064938665450183,0.009556748607874447,-0.07820418383307488,0.0031244369274354804,0.008891595247859482,0.018644254758435605,-0.050633210282816296,0.11090046779860781,-0.0859885070307954
AJ Hammons,0.02203622837394154,0.039476662467511636,0.03470939398702377,-0.19911721662959542,0.26305280317171426,-0.07899678453119495,0.08399217515123453,0.026788226352418853,0.1524458983078934,0.14371498292248766,0.04960714274833739,-0.026976562493621566,0.14908612028786042,-0.1696391371132341,-0.0072403444411476385,-0.02867224968895096,0.04729088328588973,0.04975121466402706,0.04320988511131616,0.06828130376792384,0.09480645279579553,-0.08094936077055187,-0.1551234359468202,-0.0730403278298311,0.180634653489635,0.06341695737543855,0.09321081141474268,-0.1206161863624656,0.09118015472547719,0.01701251489187072,-0.08039751816275476,-0.26103947810799905,-0.0770810487953142,0.15253146223352332,-0.08400618495816975,-0.02816023058024772,0.1316052788473729,-0.18164974342302406,0.1245370812107045,0.033985283936997845,-0.22475986868453224,-0.14177083690557632,0.05613169510159943,0.05341170628200161,0.20085598898384288,0.10441328921590384,-0.19779883206903087,-0.1571659328050962,-0.039774359259794334,-0.09671014812278461,0.011752671469044492,0.10123848401689733,-0.010816155033524231,-0.04978722588747699,0.05431103994115922,0.11833161154618785,0.0850539926307375,-0.057365872003669695,0.08141754848911781,-0.09215162713991483,-0.12186145058391235,0.006579761797435809,-0.004825008129974276,-0.0624514795683554,0.011153309776516187,-0.1270002906098205,-0.0629086403434528,0.002502378282921854,-0.12850624797651217,0.0734165513791031,-0.0529530345823314,0.049706148095806396,0.05573295677442939,0.08071000587100759,-0.064282684845864,0.10841774414574185,-0.15528718707290115,-0.024709880880045734,0.03547345106318809,0.03308250382994055,0.02106478330228744,0.03787436398998453,-0.07282971043912981,-0.03551394142921102,-0.06451742572980727,0.11905612517998226,-0.11081729009271798,-0.06967220905412444,0.02945617464216175,0.004355271432395373,0.09297970603163706,-0.05377020496267542,0.0228830247980709,-0.08220488698028736,-0.045492964935992364,-0.04863306833333876,0.05720280162083892,-0.04715366063321737,-0.004372801647198074,-0.03374370005876999
Alec Brown,0.0718971249356636,0.11124430873722478,-0.031424666226144836,-0.19901652854104404,0.21013604665122493,-0.08217196937666879,0.1458564177442592,0.006731519971283733,0.11975588174281895,0.024312375929211302,-0.028544012416342683,-0.01861266707482578,0.14855894497004227,-0.07653213768962576,-0.020671180516756683,0.042815081964519094,0.03210001050605669,0.07452450750613235,0.12162890325048833,0.02973968301337832,0.13675059518033061,-0.02620432708331353,-0.10947940519247615,-0.05765899777633545,0.14908998504919863,0.11194422149369172,0.03303589437038753,-0.11994675973044602,0.07153741067799471,-0.07695858185887931,-0.14178534923922478,-0.2887050495091493,-0.15636162095812134,0.10766725155258706,-0.128933617655732,0.15914738711923582,0.054211672812294234,-0.1923137136476544,0.004338452602960727,0.04476648996073996,-0.21850540754124437,0.06623771631467136,0.19866992265757166,0.09506275520175732,0.1928002133004285,0.11092794275664268,-0.24971788738345643,-0.08391203832816202,0.08645200644014892,-0.05970992041867026,0.058192125341705626,0.025952499864563265,-0.07460197517815279,-0.03346453106091127,0.04637319586620407,0.10821719204160932,0.10794045307771999,-0.145607072743375,0.03412850569330814,-0.09918160567423652,-0.03295717918441826,0.12599380743938116,0.09829246782488825,-0.11120391316069665,-0.02438332685963789,-0.19004806016507905,-0.004561048056194917,0.12394649384443834,-0.18165993451864554,-0.03910581744777547,-0.08043776616171214,0.008276776075557903,0.062283393947540476,0.19737261539714185,-0.03383349157911014,0.0029892453382849454,-0.1335428005354071,0.11030993051711702,5.544468213125669e-4,0.10159931272015961,-0.025483366673131485,-0.041710000554045765,-0.13340022720785683,-0.12413030940774293,-0.16654682675573515,0.09909088642400445,-0.01633422928751087,0.006761650429018716,0.13190133907120205,0.050132900658905945,0.005591823025231809,-0.08217813662253648,-0.0035921826575999695,-0.054159911467350365,0.06673653586242212,-0.10876756643614685,0.08379361717780823,-0.04284749418481656,0.09132231293908748,-0.011227950749225352
Alec Burks,0.33101829010692885,0.03257998501593394,0.03425937962327208,-0.019635959252752515,0.3540526078507137,-0.2729742357746564,0.062480150792562555,-0.025926641836953177,0.1400742435863161,0.22268297654139957,0.08134936125191786,0.19156904775810787,0.2715068963223751,-0.16426781206760754,-0.0674312324038036,-0.0665457532203382,-0.02231928024458875,6.903801075108298e-4,-0.02661294737659753,0.2157621601767328,0.20548090165200594,0.06092441760237113,-0.17950472431869247,-0.1225494758430649,0.1103379617688204,0.07160176638727368,0.22609789555877247,-0.042714146392213846,0.055391445251955905,0.07554692811868005,0.01794381026473999,-0.32475521542964003,0.02139288464179093,0.16413042549330997,-0.03910014061649347,0.04939372599551809,0.1919079869587337,-0.3928647918122884,0.04055998389143888,-0.12178614633727183,-0.235745120336966,-0.049836497108699675,0.12477364307139752,0.06531519437457829,0.32543852245210286,0.13331446883110257,-0.3082864293872926,-0.28606084216258004,0.06474446193500571,-0.1995050186039671,-0.07246248437789958,0.05600839852017934,0.1860641688567466,-0.0213800745722147,-0.008658350750666746,0.22255239049102898,0.05027483558629881,-0.18725406993996307,0.1189446875219779,-0.1081011865948949,-0.13089376279708037,0.07958927893386845,0.1040050572080039,-0.012272462690209979,-0.0192313077891,-0.017952298802421506,0.015556567831540252,-0.046438002537795564,-0.08634568742733092,0.03257849723051452,-0.2257137335552732,8.571577901084303e-4,-0.05111016184174481,0.0746216683013387,0.0512349510108581,0.05366630732799192,-0.1896130081353917,0.11320719081128364,0.003065606802906367,0.11841501315633263,-0.009639219541718771,-0.1307725866234658,-0.12235154268619643,-0.02725697811611834,-0.27472478904851083,0.1099294280121289,-0.012570477062928026,0.10573245325948319,0.03387732986320259,-0.12416243643869887,0.12263746331350682,-0.17028632950941144,0.06380381229275403,-0.07131333057297752,0.20183101014852856,0.13388202675409178,0.0333824964188054,-0.014268898113937192,0.18256986254005841,-0.04414855487081129
Alec Peters,0.11866013920221971,0.1557036748470816,0.047216086853297555,-0.1139940578394426,0.23903192683778982,-0.13444607392548671,0.024359396530286726,0.09528511936538726,0.20585473235123775,0.11365912158875571,0.06989570764846105,0.06304515506314248,0.09753251381892566,-0.1286632032243572,-0.03986082583692306,0.031351791061986455,0.003905614596463664,0.06734593934877485,0.07004667574303806,0.08087272488777278,0.176818639519192,-0.038167259859698634,-0.09475878107546849,-0.09819259758828627,0.10905903478597397,-0.0018230046028170838,0.17250517273512822,-0.06949877145414986,0.06863761661371333,-0.040730370656860644,-0.06545680303979717,-0.24177633350721228,-0.040304605462530174,0.0614857261598872,-0.053673132208682854,0.11013854468704679,0.1419086004999065,-0.2048355487932059,0.0609528424315518,0.014619658944756794,-0.1957769443507322,-0.07990454526420483,0.09865577711333683,0.11997268069365312,0.10296759852951134,0.17815151138893803,-0.21615971606284992,-0.15019181112156613,0.037017279448481454,-0.08141568972892582,0.18209500014930333,0.1916255351811181,0.052139528505652503,-0.026599603959509277,-0.06735475760996143,0.19947584699694765,0.08703897738775765,-0.21224779411117098,0.1302267246262067,-0.11705187115121102,0.047806958849310376,0.1262555663296392,0.22781509294606508,-0.1262127075444274,-0.009738693437919691,-0.2267447199869842,0.04219605840216127,0.05393359265200599,-0.24176899595016682,0.006580615720714778,-0.10304783107068388,0.09648142953808082,-0.11037687418333171,0.24717833025329036,-0.08635299825928629,0.10281406317083303,-0.20970053095374122,0.13371198860886324,-0.02084925051746233,0.020788287672558234,-0.015572080946955603,-0.17665447610705237,-0.16913797490936813,-0.023165835564931136,-0.19818482835772408,0.3177103161601856,0.11073806939304215,-0.20583017929639583,0.16185272924739835,-0.019143915888659078,0.07126546401625371,-0.09328018359903843,-0.0809581126557982,-0.07153073168848847,0.12642791314204904,0.052844992153887965,0.025977644386511917,-0.08629875864368947,0.06737490847156824,0.05779203372968636
Alen Smailagic,0.15255147072742767,0.0010376085230110125,0.023591608332612816,0.010609604416479249,0.2369637345169663,-0.15386269298598504,-0.05731000078649671,0.08686621638542205,0.1610985474131825,0.14151703813490835,-0.07935635219489393,0.19878611506871455,0.2724987987052126,-0.11897884253397611,-0.19619640315873701,-0.009823390114425741,0.1070573395442354,-0.011543549834191178,-0.04844358046638597,0.14124772633619032,0.14097298967192515,0.09456381398133602,-0.04419479019569819,-0.07278064088460673,0.05860877705198666,0.018281856558521853,0.12907728183628878,0.08773274465033615,0.08962726435729294,-0.006142262696954937,5.147369126363155e-4,-0.28821965877702055,-0.07174621260388923,0.17946713952226642,-0.14147518554378682,0.02759263561679383,0.1616675011713017,-0.2814082459166001,0.0775586446876575,-0.030489312034503686,-0.18346805816846629,-0.018622148425141656,0.11930696920936473,0.015399962152449855,0.21517847060968304,0.1976697692306051,-0.31248872303518566,-0.26094206648182466,0.11869395407253239,-0.10313759863924897,0.07200408401733087,0.183678382194611,0.11590658930608023,-0.032232591854321806,0.04066970115521964,0.13534866493558678,0.2122080478629456,-0.26876733518695867,0.1378306262003055,-0.0840714950154974,-0.040376814228437086,0.20901330598601287,0.16305568042156246,-0.05904058006986658,0.07516512339911698,-0.0991334385733132,-0.008063042238387441,0.09798403488471688,-0.2965718823061526,0.045502099852030915,-0.15936257297998493,0.07715736143923278,-0.07846348054060942,0.13155209089801262,0.07737573991456294,0.05438669664438959,-0.33008098264917624,-0.01411446053869854,-0.045329950559849404,2.7370922346779913e-4,0.00922871717156258,-0.009944829021046207,7.062960053388143e-4,-0.045614695306948144,-0.31659909846577855,0.04106174368227186,0.09296088713872344,-0.076358094532018,0.14215878860886416,0.046478997723470465,0.10351585224817002,-0.17263127177423784,0.05205069165693946,-0.07816578999715268,0.12265499923001487,0.05260594493895658,0.15823375214312763,-0.0205100991932442,-0.008617401778829584,-0.030417853364289107
